"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Dez/16";"Nov/16";"Out/16";"Set/16";"Ago/16";"Jul/16";"Jun/16";"Mai/16";"Abr/16";"Mar/16";"Fev/16";"Jan/16";"Competência";"Data de atualização"
"BARDELLA S/A INDÚSTRIAS MECÂNICAS (346403)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"ARAÇA PLANOS DE SAÚDE LTDA. (407704)";"Médico Hospitalar";"Pequeno";"203";"87";"0,00";"   2,24";"   9,16";"  14,46";"  23,53";"  24,83";"  26,36";"  41,49";"  14,69";"  15,62";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO (340251)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO (301124)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"   2,40";"   3,60";"   3,61";"   2,41";"   2,41";"   3,60";"   2,39";"   1,19";"0,00";"201601";"22/01/2017 02:12:03"
"CEDPLAN SAÚDE LTDA EPP (418749)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"SAUDE CASSEB ASSISTENCIA MEDICA LTDA (418781)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"PLANO ASSISTENCIAL SÃO LUCAS LTDA (363391)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,42";"   4,86";"   7,32";"   4,91";"   2,45";"0,00";"201601";"22/01/2017 02:12:03"
"ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS (306754)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE (314251)";"Médico Hospitalar";"Pequeno";"203";"129";"0,00";"   1,09";"   1,10";"0,00";"0,00";"0,00";"0,00";"   1,12";"   1,12";"   1,12";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM (388092)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA. (355593)";"Médico Hospitalar";"Pequeno";"203";"134";"0,00";"   1,06";"   1,03";"   1,97";"   0,95";"   0,94";"   1,90";"   1,91";"   1,93";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA (337561)";"Médico Hospitalar";"Pequeno";"104";"85";"   2,20";"   2,40";"   2,39";"   2,37";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,20";"201601";"22/01/2017 02:12:03"
"UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO (323004)";"Médico Hospitalar";"Pequeno";"105";"171";"   2,20";"0,00";"   2,23";"   2,21";"   2,20";"   2,20";"   2,19";"   4,38";"   4,38";"   4,39";"   2,20";"   2,20";"201601";"22/01/2017 02:12:03"
"SAÚDE BRB - CAIXA DE ASSISTÊNCIA  (414310)";"Médico Hospitalar";"Pequeno";"106";"171";"   2,14";"0,00";"   1,06";"   2,12";"   2,12";"   2,12";"   1,06";"   1,06";"0,00";"   2,13";"   2,14";"   2,14";"201601";"22/01/2017 02:12:03"
"UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA. (334847)";"Médico Hospitalar";"Pequeno";"154";"171";"   1,19";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,19";"201601";"22/01/2017 02:12:03"
"UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO (325031)";"Médico Hospitalar";"Médio";"230";"204";"0,00";"   0,36";"0,00";"   0,35";"   0,35";"   0,35";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"ASSOCIAÇÃO BENEFICENTE CATÓLICA (322326)";"Médico Hospitalar";"Médio";"230";"227";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO (347108)";"Médico Hospitalar";"Médio";"230";"227";"0,00";"0,00";"   0,48";"   0,47";"   0,47";"0,00";"0,00";"0,00";"   0,46";"   0,46";"   0,45";"0,00";"201601";"22/01/2017 02:12:03"
"FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST (330809)";"Médico Hospitalar";"Médio";"230";"191";"0,00";"   0,45";"   0,46";"   0,45";"0,00";"0,00";"0,00";"   0,91";"   1,38";"   1,38";"   0,46";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA. (357022)";"Médico Hospitalar";"Médio";"230";"169";"0,00";"   0,52";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO (358088)";"Médico Hospitalar";"Médio";"230";"162";"0,00";"   0,69";"   0,23";"0,00";"   0,24";"   0,24";"   0,24";"0,00";"   0,24";"   0,24";"   0,24";"0,00";"201601";"22/01/2017 02:12:03"
